,0
237,"Sergeants may wag their tongues and their cudgels at discretion: 'showers of cudgel-strokes,' says Archenholtz; Sergeants going like threshers on the poor men;--'though the upper Officers had a touch of mercy, and affected not to see this disobedience to the Sergeants and their cudgels,' which was punishable with death."
5428,"On the part of those who, on this occasion, were the representatives of that high attribute of the Deity which among men is termed justice, it was sufficiently apparent that they understood its exercise with certain reservations that might be made at pleasure in favor of their own views; and, on the part of Maso, there was no attempt to conceal the suspicions he entertained to the last, that he might be a sufferer by lessening in any degree the strength of the defences by which he was at present shielded, as the son, real or fancied, of a person so powerful as the Prince of Genoa."
3051,"""I did not mean,"" she said at last, in a tremor, ""that I wanted you to love me less, but I am almost sorry that you love me quite so much."""
1631,"The rain had increased, and all the brightness of the morning on the high mountain had passed away."
3071,"'I think he should be told, mamma; I should not like him to think that he was treated with anything like disrespect.'"
2798,"Of her parents he knew nothing, except that ""her father must have been a damned hundsfoot, and a schelm, for selling his own flesh and blood to Adrian Brackel;"" for by such a transaction had the mountebank become possessed of his pupil."
993,"Looking round, Tomlin, that first of generals, saw the reason, and uttered a warning."
4166,"He was a bright creature of the name of Fector, a spare, short, jumpy fellow with a red face and muddy eyes."
4274,95   Speak!
412,said he.
257,"The Pharisee, therefore, as to the general description of righteousness, made his definition right; but as to his person and personal righteousness, he made his definition wrong."
921,"She shall have everything a woman can desire; I shall not even object to her being too good for me; she may be cleverer and wiser than I can understand, and I shall only be the better pleased."
2659,"Then he replaced the key in the burrow and squatting on the table beside his headless body, directed its hands toward the food."
660,"We hired the trap of an energetic woman who put it ""to"" with her own hands; women in Touraine and the B1esois appearing to have the best of it in the business of letting vehicles, as well as in many other industries."
4391,"'There has been a formality and constraint in our life, that has not allowed the affections their natural play, but indeed they exist."
2774,"""Shall we have this all the way up now?"""
1717,He glanced suddenly up at the sky.
1456,"Whether in malice, or because the time was not yet come for his adventure to the Indies, or because he had hopes of his design on Mrs. Henry, or from the orders of the Government, who shall say?"
204,"They rushed from Paris once more into the country, with its spring perfumes, its soft breezes, its restful green, but fast though they drove another messenger had outstripped them."
2548,"Don’t reward him with more than one peseta, Señor, whatever he does."
549,"He would have struck her, only he knew it was cowardly to strike a girl."
9648,"""I shan't give her up."
2357,"""Well, now, you do not mean to seriously suggest that this German rode off upon a bicycle in the dead of the night, bearing the boy in his arms?"""
3988,"""My!"""
1196,"It began, therefore, to be rumoured up and down among the people, that I was a witch, a Jesuit, a highwayman, and the like."
6182,"Drive me to the theater, will you?"
6822,"I've been in Turkey and Asia Minor; I came the other day from Athens."""
6047,"Where we put the accent forward, they throw it back, and _vice versa_; where we use the long _a_, they use the short; and words so simple as to be past mistaking, they pronounce somewhere up in the dome of their heads."
3328,We all know and love the dear child who has been carried away; and I say that he who stays behind is unworthy of the name of a man.
82,"As long as I was within sight of the windows, a secret shame and the fear of some laughable defeat withheld me from tampering with Modestine."
2888,"No doubt such lectures would consist at times of highly contentious matter, but what of that?"
7295,"""Dearest, dearest friend,"" she said."
4508,"""But you paid the creditors for it!"""
1497,"There!"""
494,"What an experience, what a lesson, was that game of cards!"""
292,He only wanted a pound of flesh.
4680,"CHAPTER VIII  THE SOUND OF REVELRY BY NIGHT   I  But the hand had lost its cunning, the mighty brain its indomitable will-power."
2651,"If they do not, the fault is with them, and not with us."
2187,"I found myself talking with something in my voice curiously reminiscent of those liberal Russians who set themselves to explain the contrasts and contradictions of ""official"" Russia and ""true"" Russia.)"
